expansion_factor,k,data_size,seed,num_latents,fvu,dead_feature_pct,mean_sparsity,clap_delta,lpaps,interpretability_score,train_time_s
32,8,100,456,2048,0.5294572114944458,0.96240234375,1019.7999877929688,-1.0,-1.0,-1.0,0.26788023579865694
32,8,500,42,2048,0.45766717195510864,0.83740234375,1023.47998046875,-1.0,-1.0,-1.0,0.4108215421438217
32,8,500,123,2048,0.47375941276550293,0.8388671875,1025.9000244140625,-1.0,-1.0,-1.0,0.22441862057894468
32,8,500,456,2048,0.46700319647789,0.83544921875,1022.719970703125,-1.0,-1.0,-1.0,0.342970353551209
32,8,1000,42,2048,0.45904749631881714,0.7099609375,1021.2999877929688,-1.0,-1.0,-1.0,0.3655063956975937
32,8,1000,123,2048,0.4373566210269928,0.71044921875,1024.0899658203125,-1.0,-1.0,-1.0,0.36599970515817404
32,8,1000,456,2048,0.4539826810359955,0.69677734375,1027.8099365234375,-1.0,-1.0,-1.0,0.3597807129845023
32,8,5000,42,2048,0.42966681957244873,0.2548828125,1018.389962890625,-1.0,-1.0,-1.0,0.42226843535900116
32,8,5000,123,2048,0.42966235280036924,0.27685546875,1016.7359765625,-1.0,-1.0,-1.0,0.29366963263601065
32,8,5000,456,2048,0.43164233899116516,0.2568359375,1018.7619770507813,-1.0,-1.0,-1.0,0.2693444648757577
32,16,100,42,2048,0.5320214629173279,0.92529296875,1012.7999877929688,-1.0,-1.0,-1.0,0.651374296285212
32,16,100,123,2048,0.4921397268772125,0.92578125,1025.0,-1.0,-1.0,-1.0,0.33689296431839466
32,16,100,456,2048,0.504214346408844,0.927734375,1014.4000244140625,-1.0,-1.0,-1.0,0.3241158491000533
32,16,500,42,2048,0.40432441234588623,0.69580078125,1000.1799926757812,-1.0,-1.0,-1.0,0.6341663999482989
32,16,500,123,2048,0.41406092047691345,0.69482421875,1003.1399536132812,-1.0,-1.0,-1.0,0.3062710901722312
32,16,500,456,2048,0.4066270887851715,0.6826171875,1001.5799560546875,-1.0,-1.0,-1.0,0.4134881589561701
32,16,1000,42,2048,0.38262203335762024,0.4736328125,992.0,-1.0,-1.0,-1.0,0.42125565838068724
32,16,1000,123,2048,0.3798029124736786,0.48974609375,994.969970703125,-1.0,-1.0,-1.0,0.41599605698138475
32,16,1000,456,2048,0.38274019956588745,0.4833984375,997.739990234375,-1.0,-1.0,-1.0,0.4261651001870632
32,16,5000,42,2048,0.34390697622299193,0.04150390625,984.3459877929688,-1.0,-1.0,-1.0,0.49104373529553413
32,16,5000,123,2048,0.35016301536560057,0.05615234375,983.7819741210938,-1.0,-1.0,-1.0,0.39366372115910053
32,16,5000,456,2048,0.3511255431175232,0.04541015625,985.2939790039062,-1.0,-1.0,-1.0,0.3072855696082115
32,32,100,42,2048,1.2079143524169922,0.8515625,1005.0,-1.0,-1.0,-1.0,0.6572740487754345
32,32,100,123,2048,1.174521803855896,0.8544921875,1008.9000244140625,-1.0,-1.0,-1.0,0.2709905905649066
32,32,100,456,2048,1.1196362972259521,0.85791015625,999.4000244140625,-1.0,-1.0,-1.0,0.28344721999019384
32,32,500,42,2048,0.6454044580459595,0.4755859375,972.4199829101562,-1.0,-1.0,-1.0,0.46058244444429874
32,32,500,123,2048,0.6324926018714905,0.46484375,976.3599853515625,-1.0,-1.0,-1.0,0.22679941914975643
32,32,500,456,2048,0.6548246741294861,0.46484375,973.0999755859375,-1.0,-1.0,-1.0,0.2474443856626749
32,32,1000,42,2048,0.5703637599945068,0.22705078125,966.699951171875,-1.0,-1.0,-1.0,0.2350131319835782
32,32,1000,123,2048,0.5758009552955627,0.232421875,968.0399780273438,-1.0,-1.0,-1.0,0.20264368504285812
32,32,1000,456,2048,0.5687188506126404,0.220703125,971.989990234375,-1.0,-1.0,-1.0,0.1983650829643011
32,32,5000,42,2048,0.47043197679519655,0.00439453125,962.6699780273437,-1.0,-1.0,-1.0,0.20161723159253597
32,32,5000,123,2048,0.48739767241477966,0.00341796875,962.5779736328125,-1.0,-1.0,-1.0,0.2098870063200593
32,32,5000,456,2048,0.4941408085823059,0.00244140625,963.445978515625,-1.0,-1.0,-1.0,0.203870989382267
32,64,100,42,2048,3.5716352462768555,0.72314453125,997.7999877929688,-1.0,-1.0,-1.0,0.4389331256970763
32,64,100,123,2048,3.4423258304595947,0.73095703125,996.5,-1.0,-1.0,-1.0,0.22361936513334513
32,64,100,456,2048,3.234978437423706,0.73291015625,996.2999877929688,-1.0,-1.0,-1.0,0.27002535574138165
32,64,500,42,2048,1.659339427947998,0.2236328125,956.0599975585938,-1.0,-1.0,-1.0,0.4467302896082401
32,64,500,123,2048,1.6365176439285278,0.22802734375,960.47998046875,-1.0,-1.0,-1.0,0.22545832116156816
32,64,500,456,2048,1.5975139141082764,0.22216796875,954.0799560546875,-1.0,-1.0,-1.0,0.20623072143644094
32,64,1000,42,2048,1.4589638710021973,0.06005859375,953.0,-1.0,-1.0,-1.0,0.19979811739176512
32,64,1000,123,2048,1.4726028442382812,0.06396484375,951.6699829101562,-1.0,-1.0,-1.0,0.20427603647112846
32,64,1000,456,2048,1.4126675128936768,0.0576171875,955.9199829101562,-1.0,-1.0,-1.0,0.201858501881361
32,64,5000,42,2048,1.1954273614883424,0.0,949.9099760742188,-1.0,-1.0,-1.0,0.2574929650872946
32,64,5000,123,2048,1.2184125785827638,0.0,950.3079794921875,-1.0,-1.0,-1.0,0.2329538892954588
32,64,5000,456,2048,1.2569606790542602,0.0,951.601962890625,-1.0,-1.0,-1.0,0.2153351167216897
32,128,100,42,2048,9.189377784729004,0.53564453125,992.6000366210938,-1.0,-1.0,-1.0,0.4535912638530135
32,128,100,123,2048,8.4395751953125,0.52587890625,976.2999877929688,-1.0,-1.0,-1.0,0.21844969876110554
32,128,100,456,2048,8.72648811340332,0.53466796875,986.6000366210938,-1.0,-1.0,-1.0,0.214974757283926
32,128,500,42,2048,4.04673433303833,0.046875,942.0999755859375,-1.0,-1.0,-1.0,0.46862437669187784
32,128,500,123,2048,4.094422340393066,0.05419921875,947.6399536132812,-1.0,-1.0,-1.0,0.22265730891376734
32,128,500,456,2048,3.9931142330169678,0.04931640625,938.8399658203125,-1.0,-1.0,-1.0,0.22397494316101074
32,128,1000,42,2048,3.742494821548462,0.00390625,943.1399536132812,-1.0,-1.0,-1.0,0.18822653964161873
32,128,1000,123,2048,3.753084182739258,0.00341796875,940.219970703125,-1.0,-1.0,-1.0,0.19780642539262772
32,128,1000,456,2048,3.583282470703125,0.00390625,943.6300048828125,-1.0,-1.0,-1.0,0.2024246398359537
32,128,5000,42,2048,3.202088972091675,0.0,941.4699663085937,-1.0,-1.0,-1.0,0.30542314425110817
32,128,5000,123,2048,3.236664234161377,0.0,941.87798046875,-1.0,-1.0,-1.0,0.28350100107491016
32,128,5000,456,2048,3.33764856338501,0.0,942.9319624023437,-1.0,-1.0,-1.0,0.2423722567036748
